province;red;green;blue;x;x
# 6732;132;174;129;;x
# 6733;174;177;2;;x
# 6734;6;180;130;;x
# 6735;48;183;3;;x
# 6736;90;186;131;;x
# 6737;132;189;4;;x
# 6738;174;192;132;;x
# 6739;6;195;5;;x
# 6740;48;198;133;;x
# 6741;90;201;6;;x
# 6742;132;204;134;;x
# 6743;174;207;7;;x
# 6744;6;210;135;;x
# 6745;48;0;8;;x
# 6746;90;3;136;;x
# 6747;132;6;9;;x
# 6748;174;9;137;;x
# 6749;6;12;10;;x
# 6750;48;15;138;;x
# 6751;90;18;11;;x
# 6752;132;21;139;;x
# 6753;174;24;12;;x
# 6754;6;27;140;;x
# 6755;48;30;13;;x
# 6756;90;33;141;;x
# 6757;132;36;14;;x
# 6758;174;39;142;;x
# 6759;6;42;15;;x
# 6760;48;45;143;;x
# 6761;90;48;16;;x
# 6762;132;51;144;;x
# 6763;174;54;17;;x
# 6764;6;57;145;;x
# 6765;48;60;18;;x
# 6766;90;63;146;;x
# 6767;132;66;19;;x
# 6768;174;69;147;;x
# 6769;6;72;20;;x
# 6770;48;75;148;;x
# 6771;90;78;21;;x
# 6772;132;81;149;;x
# 6773;174;84;22;;x
# 6774;6;87;150;;x
# 6775;48;90;23;;x
# 6776;90;93;151;;x
# 6777;132;96;24;;x
# 6778;174;99;152;;x
# 6779;6;102;25;;x
# 6780;48;105;153;;x
# 6781;90;108;26;;x
# 6782;132;111;154;;x
# 6783;174;114;27;;x
# 6784;6;117;155;;x
# 6785;48;120;28;;x
# 6786;90;123;156;;x
# 6787;132;126;29;;x
# 6788;174;129;157;;x
# 6789;6;132;30;;x
# 6790;48;135;158;;x
# 6791;90;138;31;;x
# 6792;132;141;159;;x
# 6793;174;144;32;;x
# 6794;6;147;160;;x
# 6795;48;150;33;;x
# 6796;90;153;161;;x
# 6797;132;156;34;;x
# 6798;174;159;162;;x
# 6799;6;162;35;;x
# 6800;48;165;163;;x
# 6801;90;168;36;;x
# 6802;132;171;164;;x
# 6803;174;174;37;;x
# 6804;6;177;165;;x
# 6805;48;180;38;;x
# 6806;90;183;166;;x
# 6807;132;186;39;;x
# 6808;174;189;167;;x
# 6809;6;192;40;;x
# 6810;48;195;168;;x
# 6811;90;198;41;;x
# 6812;132;201;169;;x
# 6813;174;204;42;;x
# 6814;6;207;170;;x
# 6815;48;210;43;;x
# 6816;90;0;171;;x
# 6817;132;3;44;;x
# 6818;174;6;172;;x
# 6819;6;9;45;;x
# 6820;48;12;173;;x
# 6821;90;15;46;;x
# 6822;132;18;174;;x
# 6823;174;21;47;;x
# 6824;6;24;175;;x
# 6825;48;27;48;;x
# 6826;90;30;176;;x
# 6827;132;33;49;;x
# 6828;174;36;177;;x
# 6829;6;39;50;;x
# 6830;48;42;178;;x
# 6831;90;45;51;;x
# 6832;132;48;179;;x
# 6833;174;51;52;;x
# 6834;6;54;180;;x
# 6835;48;57;53;;x
# 6836;90;60;181;;x
# 6837;132;63;54;;x
# 6838;174;66;182;;x
# 6839;6;69;55;;x
# 6840;48;72;183;;x
# 6841;90;75;56;;x
# 6842;132;78;184;;x
# 6843;174;81;57;;x
# 6844;6;84;185;;x
# 6845;48;87;58;;x
# 6846;90;90;186;;x
# 6847;132;93;59;;x
# 6848;174;96;187;;x
# 6849;6;99;60;;x
# 6850;48;102;188;;x
# 6851;90;105;61;;x
# 6852;132;108;189;;x
# 6853;174;111;62;;x
# 6854;6;114;190;;x
# 6855;48;117;63;;x
# 6856;90;120;191;;x
# 6857;132;123;64;;x
# 6858;174;126;192;;x
# 6859;6;129;65;;x
# 6860;48;132;193;;x
# 6861;90;135;66;;x
# 6862;132;138;194;;x
# 6863;174;141;67;;x
# 6864;6;144;195;;x
# 6865;48;147;68;;x
# 6866;90;150;196;;x
# 6867;132;153;69;;x
# 6868;174;156;197;;x
# 6869;6;159;70;;x
# 6870;48;162;198;;x
# 6871;90;165;71;;x
# 6872;132;168;199;;x
# 6873;174;171;72;;x
# 6874;6;174;200;;x
# 6875;48;177;73;;x
# 6876;90;180;201;;x
# 6877;132;183;74;;x
# 6878;174;186;202;;x
# 6879;6;189;75;;x
# 6880;48;192;203;;x
# 6881;90;195;76;;x
# 6882;132;198;204;;x
# 6883;174;201;77;;x
# 6884;6;204;205;;x
# 6885;48;207;78;;x
# 6886;90;210;206;;x
# 6887;132;0;79;;x
# 6888;174;3;207;;x
# 6889;6;6;80;;x
# 6890;48;9;208;;x
# 6891;90;12;81;;x
# 6892;132;15;209;;x
# 6893;174;18;82;;x
# 6894;6;21;210;;x
# 6895;48;24;83;;x
# 6896;90;27;211;;x
# 6897;132;30;84;;x
# 6898;174;33;212;;x
# 6899;6;36;85;;x
# 6900;48;39;213;;x
# 6901;90;42;86;;x
# 6902;132;45;214;;x
# 6903;174;48;87;;x
# 6904;6;51;215;;x
# 6905;48;54;88;;x
# 6906;90;57;216;;x
# 6907;132;60;89;;x
# 6908;174;63;217;;x
# 6909;6;66;90;;x
# 6910;48;69;218;;x
# 6911;90;72;91;;x
# 6912;132;75;219;;x
# 6913;174;78;92;;x
# 6914;6;81;220;;x
# 6915;48;84;93;;x
# 6916;90;87;221;;x
# 6917;132;90;94;;x
# 6918;174;93;222;;x
# 6919;6;96;95;;x
# 6920;48;99;223;;x
# 6921;90;102;96;;x
# 6922;132;105;224;;x
# 6923;174;108;97;;x
# 6924;6;111;225;;x
# 6925;48;114;98;;x
# 6926;90;117;226;;x
# 6927;132;120;99;;x
# 6928;174;123;227;;x
# 6929;7;126;0;;x
# 6930;49;129;128;;x
# 6931;91;132;1;;x
# 6932;133;135;129;;x
# 6933;175;138;2;;x
# 6934;7;141;130;;x
# 6935;49;144;3;;x
# 6936;91;147;131;;x
# 6937;133;150;4;;x
# 6938;175;153;132;;x
# 6939;7;156;5;;x
# 6940;49;159;133;;x
# 6941;91;162;6;;x
# 6942;133;165;134;;x
# 6943;175;168;7;;x
# 6944;7;171;135;;x
# 6945;49;174;8;;x
# 6946;91;177;136;;x
# 6947;133;180;9;;x
# 6948;175;183;137;;x
# 6949;7;186;10;;x
# 6950;49;189;138;;x
# 6951;91;192;11;;x
# 6952;133;195;139;;x
# 6953;175;198;12;;x
# 6954;7;201;140;;x
# 6955;49;204;13;;x
# 6956;91;207;141;;x
# 6957;133;210;14;;x
# 6958;175;0;142;;x
# 6959;7;3;15;;x
# 6960;49;6;143;;x
# 6961;91;9;16;;x
# 6962;133;12;144;;x
# 6963;175;15;17;;x
# 6964;7;18;145;;x
# 6965;49;21;18;;x
# 6966;91;24;146;;x
# 6967;133;27;19;;x
# 6968;175;30;147;;x
# 6969;7;33;20;;x
# 6970;49;36;148;;x
# 6971;91;39;21;;x
# 6972;133;42;149;;x
# 6973;175;45;22;;x
# 6974;7;48;150;;x
# 6975;49;51;23;;x
# 6976;91;54;151;;x
# 6977;133;57;24;;x
# 6978;175;60;152;;x
# 6979;7;63;25;;x
# 6980;49;66;153;;x
# 6981;91;69;26;;x
# 6982;133;72;154;;x
# 6983;175;75;27;;x
# 6984;7;78;155;;x
# 6985;49;81;28;;x
# 6986;91;84;156;;x
# 6987;133;87;29;;x
# 6988;175;90;157;;x
# 6989;7;93;30;;x
# 6990;49;96;158;;x
# 6991;91;99;31;;x
# 6992;133;102;159;;x
# 6993;175;105;32;;x
# 6994;7;108;160;;x
# 6995;49;111;33;;x
# 6996;91;114;161;;x
# 6997;133;117;34;;x
# 6998;175;120;162;;x
# 6999;7;123;35;;x
# 7000;49;126;163;;x
# 7001;91;129;36;;x
# 7002;133;132;164;;x
# 7003;175;135;37;;x
# 7004;7;138;165;;x
# 7005;49;141;38;;x
# 7006;91;144;166;;x
# 7007;133;147;39;;x
# 7008;175;150;167;;x
# 7009;7;153;40;;x
# 7010;49;156;168;;x
# 7011;91;159;41;;x
# 7012;133;162;169;;x
# 7013;175;165;42;;x
# 7014;7;168;170;;x
# 7015;49;171;43;;x
# 7016;91;174;171;;x
# 7017;133;177;44;;x
# 7018;175;180;172;;x
# 7019;7;183;45;;x
# 7020;49;186;173;;x
# 7021;91;189;46;;x
# 7022;133;192;174;;x
# 7023;175;195;47;;x
# 7024;7;198;175;;x
# 7025;49;201;48;;x
# 7026;91;204;176;;x
# 7027;133;207;49;;x
# 7028;175;210;177;;x
# 7029;7;0;50;;x
# 7030;49;3;178;;x
# 7031;91;6;51;;x
# 7032;133;9;179;;x
# 7033;175;12;52;;x
# 7034;7;15;180;;x
# 7035;49;18;53;;x
# 7036;91;21;181;;x
# 7037;133;24;54;;x
# 7038;175;27;182;;x
# 7039;7;30;55;;x
# 7040;49;33;183;;x
# 7041;91;36;56;;x
# 7042;133;39;184;;x
# 7043;175;42;57;;x
# 7044;7;45;185;;x
# 7045;49;48;58;;x
# 7046;91;51;186;;x
# 7047;133;54;59;;x
# 7048;175;57;187;;x
# 7049;7;60;60;;x
# 7050;49;63;188;;x
# 7051;91;66;61;;x
# 7052;133;69;189;;x
# 7053;175;72;62;;x
# 7054;7;75;190;;x
# 7055;49;78;63;;x
# 7056;91;81;191;;x
# 7057;133;84;64;;x
# 7058;175;87;192;;x
# 7059;7;90;65;;x
# 7060;49;93;193;;x
# 7061;91;96;66;;x
# 7062;133;99;194;;x
# 7063;175;102;67;;x
# 7064;7;105;195;;x
# 7065;49;108;68;;x
# 7066;91;111;196;;x
# 7067;133;114;69;;x
# 7068;175;117;197;;x
# 7069;7;120;70;;x
# 7070;49;123;198;;x
# 7071;91;126;71;;x
# 7072;133;129;199;;x
# 7073;175;132;72;;x
# 7074;7;135;200;;x
# 7075;49;138;73;;x
# 7076;91;141;201;;x
# 7077;133;144;74;;x
# 7078;175;147;202;;x
# 7079;7;150;75;;x
# 7080;49;153;203;;x
# 7081;91;156;76;;x
# 7082;133;159;204;;x
# 7083;175;162;77;;x
# 7084;7;165;205;;x
# 7085;49;168;78;;x
# 7086;91;171;206;;x
# 7087;133;174;79;;x
# 7088;175;177;207;;x
# 7089;7;180;80;;x
# 7090;49;183;208;;x
# 7091;91;186;81;;x
# 7092;133;189;209;;x
# 7093;175;192;82;;x
# 7094;7;195;210;;x
# 7095;49;198;83;;x
# 7096;91;201;211;;x
# 7097;133;204;84;;x
# 7098;175;207;212;;x
# 7099;7;210;85;;x
# 7100;49;0;213;;x
# 7101;91;3;86;;x
# 7102;133;6;214;;x
# 7103;175;9;87;;x
# 7104;7;12;215;;x
# 7105;49;15;88;;x
# 7106;91;18;216;;x
# 7107;133;21;89;;x
# 7108;175;24;217;;x
# 7109;7;27;90;;x
# 7110;49;30;218;;x
# 7111;91;33;91;;x
# 7112;133;36;219;;x
# 7113;175;39;92;;x
# 7114;7;42;220;;x
# 7115;49;45;93;;x
# 7116;91;48;221;;x
# 7117;133;51;94;;x
# 7118;175;54;222;;x
# 7119;7;57;95;;x
# 7120;49;60;223;;x
# 7121;91;63;96;;x
# 7122;133;66;224;;x
# 7123;175;69;97;;x
# 7124;7;72;225;;x
# 7125;49;75;98;;x
# 7126;91;78;226;;x
# 7127;133;81;99;;x
# 7128;175;84;227;;x
# 7129;7;87;0;;x
# 7130;49;90;128;;x
# 7131;91;93;1;;x
# 7132;133;96;129;;x
# 7133;175;99;2;;x
# 7134;7;102;130;;x
# 7135;49;105;3;;x
# 7136;91;108;131;;x
# 7137;133;111;4;;x
# 7138;175;114;132;;x
# 7139;7;117;5;;x
# 7140;49;120;133;;x
# 7141;91;123;6;;x
# 7142;133;126;134;;x
# 7143;175;129;7;;x
# 7144;7;132;135;;x
# 7145;49;135;8;;x
# 7146;91;138;136;;x
# 7147;133;141;9;;x
# 7148;175;144;137;;x
# 7149;7;147;10;;x
# 7150;49;150;138;;x
# 7151;91;153;11;;x
# 7152;133;156;139;;x
# 7153;175;159;12;;x
# 7154;7;162;140;;x
# 7155;49;165;13;;x
# 7156;91;168;141;;x
# 7157;133;171;14;;x
# 7158;175;174;142;;x
# 7159;7;177;15;;x
# 7160;49;180;143;;x
# 7161;91;183;16;;x
# 7162;133;186;144;;x
# 7163;175;189;17;;x
# 7164;7;192;145;;x
# 7165;49;195;18;;x
# 7166;91;198;146;;x
# 7167;133;201;19;;x
# 7168;175;204;147;;x
# 7169;7;207;20;;x
# 7170;49;210;148;;x
# 7171;91;0;21;;x
# 7172;133;3;149;;x
# 7173;175;6;22;;x
# 7174;7;9;150;;x
# 7175;49;12;23;;x
# 7176;91;15;151;;x
# 7177;133;18;24;;x
# 7178;175;21;152;;x
# 7179;7;24;25;;x
# 7180;49;27;153;;x
# 7181;91;30;26;;x
# 7182;133;33;154;;x
# 7183;175;36;27;;x
# 7184;7;39;155;;x
# 7185;49;42;28;;x
# 7186;91;45;156;;x
# 7187;133;48;29;;x
# 7188;175;51;157;;x
# 7189;7;54;30;;x
# 7190;49;57;158;;x
# 7191;91;60;31;;x
# 7192;133;63;159;;x
# 7193;175;66;32;;x
# 7194;7;69;160;;x
# 7195;49;72;33;;x
# 7196;91;75;161;;x
# 7197;133;78;34;;x
# 7198;175;81;162;;x
# 7199;7;84;35;;x
# 7200;49;87;163;;x
# 7201;91;90;36;;x
# 7202;133;93;164;;x
# 7203;175;96;37;;x
# 7204;7;99;165;;x
# 7205;49;102;38;;x
# 7206;91;105;166;;x
# 7207;133;108;39;;x
# 7208;175;111;167;;x
# 7209;7;114;40;;x
# 7210;49;117;168;;x
# 7211;91;120;41;;x
# 7212;133;123;169;;x
# 7213;175;126;42;;x
# 7214;7;129;170;;x
# 7215;49;132;43;;x
# 7216;91;135;171;;x
# 7217;133;138;44;;x
# 7218;175;141;172;;x
# 7219;7;144;45;;x
# 7220;49;147;173;;x
# 7221;91;150;46;;x
# 7222;133;153;174;;x
# 7223;175;156;47;;x
# 7224;7;159;175;;x
# 7225;49;162;48;;x
# 7226;91;165;176;;x
# 7227;133;168;49;;x
# 7228;175;171;177;;x
# 7229;7;174;50;;x
# 7230;49;177;178;;x
# 7231;91;180;51;;x
# 7232;133;183;179;;x
# 7233;175;186;52;;x
# 7234;7;189;180;;x
# 7235;49;192;53;;x
# 7236;91;195;181;;x
# 7237;133;198;54;;x
# 7238;175;201;182;;x
# 7239;7;204;55;;x
# 7240;49;207;183;;x
# 7241;91;210;56;;x
# 7242;133;0;184;;x
# 7243;175;3;57;;x
# 7244;7;6;185;;x
# 7245;49;9;58;;x
# 7246;91;12;186;;x
# 7247;133;15;59;;x
# 7248;175;18;187;;x
# 7249;7;21;60;;x
# 7250;49;24;188;;x
# 7251;91;27;61;;x
# 7252;133;30;189;;x
# 7253;175;33;62;;x
# 7254;7;36;190;;x
# 7255;49;39;63;;x
# 7256;91;42;191;;x
# 7257;133;45;64;;x
# 7258;175;48;192;;x
# 7259;7;51;65;;x
# 7260;49;54;193;;x
# 7261;91;57;66;;x
# 7262;133;60;194;;x
# 7263;175;63;67;;x
# 7264;7;66;195;;x
# 7265;49;69;68;;x
# 7266;91;72;196;;x
# 7267;133;75;69;;x
# 7268;175;78;197;;x
# 7269;7;81;70;;x
# 7270;49;84;198;;x
# 7271;91;87;71;;x
# 7272;133;90;199;;x
# 7273;175;93;72;;x
# 7274;7;96;200;;x
# 7275;49;99;73;;x
# 7276;91;102;201;;x
# 7277;133;105;74;;x
# 7278;175;108;202;;x
# 7279;7;111;75;;x
# 7280;49;114;203;;x
# 7281;91;117;76;;x
# 7282;133;120;204;;x
# 7283;175;123;77;;x
# 7284;7;126;205;;x
# 7285;49;129;78;;x
# 7286;91;132;206;;x
# 7287;133;135;79;;x
# 7288;175;138;207;;x
# 7289;7;141;80;;x
# 7290;49;144;208;;x
# 7291;91;147;81;;x
# 7292;133;150;209;;x
# 7293;175;153;82;;x
# 7294;7;156;210;;x
# 7295;49;159;83;;x
# 7296;91;162;211;;x
# 7297;133;165;84;;x
# 7298;175;168;212;;x
# 7299;7;171;85;;x
# 7300;49;174;213;;x
# 7301;91;177;86;;x
# 7302;133;180;214;;x
# 7303;175;183;87;;x
# 7304;7;186;215;;x
# 7305;49;189;88;;x
# 7306;91;192;216;;x
# 7307;133;195;89;;x
# 7308;175;198;217;;x
# 7309;7;201;90;;x
# 7310;49;204;218;;x
# 7311;91;207;91;;x
# 7312;133;210;219;;x
# 7313;175;0;92;;x
# 7314;7;3;220;;x
# 7315;49;6;93;;x
# 7316;91;9;221;;x
# 7317;133;12;94;;x
# 7318;175;15;222;;x
# 7319;7;18;95;;x
# 7320;49;21;223;;x
# 7321;91;24;96;;x
# 7322;133;27;224;;x
# 7323;175;30;97;;x
# 7324;7;33;225;;x
# 7325;49;36;98;;x
# 7326;91;39;226;;x
# 7327;133;42;99;;x
# 7328;175;45;227;;x
# 7329;7;48;0;;x
# 7330;49;51;128;;x
# 7331;91;54;1;;x
# 7332;133;57;129;;x
# 7333;175;60;2;;x
# 7334;7;63;130;;x
# 7335;49;66;3;;x
# 7336;91;69;131;;x
# 7337;133;72;4;;x
# 7338;175;75;132;;x
# 7339;7;78;5;;x
# 7340;49;81;133;;x
# 7341;91;84;6;;x
# 7342;133;87;134;;x
# 7343;175;90;7;;x
# 7344;7;93;135;;x
# 7345;49;96;8;;x
# 7346;91;99;136;;x
# 7347;133;102;9;;x
# 7348;175;105;137;;x
# 7349;7;108;10;;x
# 7350;49;111;138;;x
# 7351;91;114;11;;x
# 7352;133;117;139;;x
# 7353;175;120;12;;x
# 7354;7;123;140;;x
# 7355;49;126;13;;x
# 7356;91;129;141;;x
# 7357;133;132;14;;x
# 7358;175;135;142;;x
# 7359;7;138;15;;x
# 7360;49;141;143;;x
# 7361;91;144;16;;x
# 7362;133;147;144;;x
# 7363;175;150;17;;x
# 7364;7;153;145;;x
# 7365;49;156;18;;x
# 7366;91;159;146;;x
# 7367;133;162;19;;x
# 7368;175;165;147;;x
# 7369;7;168;20;;x
# 7370;49;171;148;;x
# 7371;91;174;21;;x
# 7372;133;177;149;;x
# 7373;175;180;22;;x
# 7374;7;183;150;;x
# 7375;49;186;23;;x
# 7376;91;189;151;;x
# 7377;133;192;24;;x
# 7378;175;195;152;;x
# 7379;7;198;25;;x
# 7380;49;201;153;;x
# 7381;91;204;26;;x
# 7382;133;207;154;;x
# 7383;175;210;27;;x
# 7384;7;0;155;;x
# 7385;49;3;28;;x
# 7386;91;6;156;;x
# 7387;133;9;29;;x
# 7388;175;12;157;;x
# 7389;7;15;30;;x
# 7390;49;18;158;;x
# 7391;91;21;31;;x
# 7392;133;24;159;;x
# 7393;175;27;32;;x
# 7394;7;30;160;;x
# 7395;49;33;33;;x
# 7396;91;36;161;;x
# 7397;133;39;34;;x
# 7398;175;42;162;;x
# 7399;7;45;35;;x
# 7400;49;48;163;;x
# 7401;91;51;36;;x
# 7402;133;54;164;;x
# 7403;175;57;37;;x
# 7404;7;60;165;;x
# 7405;49;63;38;;x
# 7406;91;66;166;;x
# 7407;133;69;39;;x
# 7408;175;72;167;;x
# 7409;7;75;40;;x
# 7410;49;78;168;;x
# 7411;91;81;41;;x
# 7412;133;84;169;;x
# 7413;175;87;42;;x
# 7414;7;90;170;;x
# 7415;49;93;43;;x
# 7416;91;96;171;;x
# 7417;133;99;44;;x
# 7418;175;102;172;;x
# 7419;7;105;45;;x
# 7420;49;108;173;;x
# 7421;91;111;46;;x
# 7422;133;114;174;;x
# 7423;175;117;47;;x
# 7424;7;120;175;;x
# 7425;49;123;48;;x
# 7426;91;126;176;;x
# 7427;133;129;49;;x
# 7428;175;132;177;;x
# 7429;7;135;50;;x
# 7430;49;138;178;;x
# 7431;91;141;51;;x
# 7432;133;144;179;;x
# 7433;175;147;52;;x
# 7434;7;150;180;;x
# 7435;49;153;53;;x
# 7436;91;156;181;;x
# 7437;133;159;54;;x
# 7438;175;162;182;;x
# 7439;7;165;55;;x
# 7440;49;168;183;;x
# 7441;91;171;56;;x
# 7442;133;174;184;;x
# 7443;175;177;57;;x
# 7444;7;180;185;;x
# 7445;49;183;58;;x
# 7446;91;186;186;;x
# 7447;133;189;59;;x
# 7448;175;192;187;;x
# 7449;7;195;60;;x
# 7450;49;198;188;;x
# 7451;91;201;61;;x
# 7452;133;204;189;;x
# 7453;175;207;62;;x
# 7454;7;210;190;;x
# 7455;49;0;63;;x
# 7456;91;3;191;;x
# 7457;133;6;64;;x
# 7458;175;9;192;;x
# 7459;7;12;65;;x
# 7460;49;15;193;;x
# 7461;91;18;66;;x
# 7462;133;21;194;;x
# 7463;175;24;67;;x
# 7464;7;27;195;;x
# 7465;49;30;68;;x
# 7466;91;33;196;;x
# 7467;133;36;69;;x
# 7468;175;39;197;;x
# 7469;7;42;70;;x
# 7470;49;45;198;;x
# 7471;91;48;71;;x
# 7472;133;51;199;;x
# 7473;175;54;72;;x
# 7474;7;57;200;;x
# 7475;49;60;73;;x
# 7476;91;63;201;;x
# 7477;133;66;74;;x
# 7478;175;69;202;;x
# 7479;7;72;75;;x
# 7480;49;75;203;;x
# 7481;91;78;76;;x
# 7482;133;81;204;;x
# 7483;175;84;77;;x
# 7484;7;87;205;;x
# 7485;49;90;78;;x
# 7486;91;93;206;;x
# 7487;133;96;79;;x
# 7488;175;99;207;;x
# 7489;7;102;80;;x
# 7490;49;105;208;;x
# 7491;91;108;81;;x
# 7492;133;111;209;;x
# 7493;175;114;82;;x
# 7494;7;117;210;;x
# 7495;49;120;83;;x
# 7496;91;123;211;;x
# 7497;133;126;84;;x
# 7498;175;129;212;;x
# 7499;7;132;85;;x
# 7500;49;135;213;;x
# 7501;91;138;86;;x
# 7502;133;141;214;;x
# 7503;175;144;87;;x
# 7504;7;147;215;;x
# 7505;49;150;88;;x
# 7506;91;153;216;;x
# 7507;133;156;89;;x
# 7508;175;159;217;;x
# 7509;7;162;90;;x
# 7510;49;165;218;;x
# 7511;91;168;91;;x
# 7512;133;171;219;;x
# 7513;175;174;92;;x
# 7514;7;177;220;;x
# 7515;49;180;93;;x
# 7516;91;183;221;;x
# 7517;133;186;94;;x
# 7518;175;189;222;;x
# 7519;7;192;95;;x
# 7520;49;195;223;;x
# 7521;91;198;96;;x
# 7522;133;201;224;;x
# 7523;175;204;97;;x
# 7524;7;207;225;;x
# 7525;49;210;98;;x
# 7526;91;0;226;;x
# 7527;133;3;99;;x
# 7528;175;6;227;;x
# 7529;7;9;0;;x
# 7530;49;12;128;;x
# 7531;91;15;1;;x
# 7532;133;18;129;;x
# 7533;175;21;2;;x
# 7534;7;24;130;;x
# 7535;49;27;3;;x
# 7536;91;30;131;;x
# 7537;133;33;4;;x
# 7538;175;36;132;;x
# 7539;7;39;5;;x
# 7540;49;42;133;;x
# 7541;91;45;6;;x
# 7542;133;48;134;;x
# 7543;175;51;7;;x
# 7544;7;54;135;;x
# 7545;49;57;8;;x
# 7546;91;60;136;;x
# 7547;133;63;9;;x
# 7548;175;66;137;;x
# 7549;7;69;10;;x
# 7550;49;72;138;;x
# 7551;91;75;11;;x
# 7552;133;78;139;;x
# 7553;175;81;12;;x
# 7554;7;84;140;;x
# 7555;49;87;13;;x
# 7556;91;90;141;;x
# 7557;133;93;14;;x
# 7558;175;96;142;;x
# 7559;7;99;15;;x
# 7560;49;102;143;;x
# 7561;91;105;16;;x
# 7562;133;108;144;;x
# 7563;175;111;17;;x
# 7564;7;114;145;;x
# 7565;49;117;18;;x
# 7566;91;120;146;;x
# 7567;133;123;19;;x
# 7568;175;126;147;;x
# 7569;7;129;20;;x
# 7570;49;132;148;;x
# 7571;91;135;21;;x
# 7572;133;138;149;;x
# 7573;175;141;22;;x
# 7574;7;144;150;;x
# 7575;49;147;23;;x
# 7576;91;150;151;;x
# 7577;133;153;24;;x
# 7578;175;156;152;;x
# 7579;7;159;25;;x
# 7580;49;162;153;;x
# 7581;91;165;26;;x
# 7582;133;168;154;;x
# 7583;175;171;27;;x
# 7584;7;174;155;;x
# 7585;49;177;28;;x
# 7586;91;180;156;;x
# 7587;133;183;29;;x
# 7588;175;186;157;;x
# 7589;7;189;30;;x
# 7590;49;192;158;;x
# 7591;91;195;31;;x
# 7592;133;198;159;;x
# 7593;175;201;32;;x
# 7594;7;204;160;;x
# 7595;49;207;33;;x
# 7596;91;210;161;;x
# 7597;133;0;34;;x
# 7598;175;3;162;;x
# 7599;7;6;35;;x
# 7600;49;9;163;;x
# 7601;91;12;36;;x
# 7602;133;15;164;;x
# 7603;175;18;37;;x
# 7604;7;21;165;;x
# 7605;49;24;38;;x
# 7606;91;27;166;;x
# 7607;133;30;39;;x
# 7608;175;33;167;;x
# 7609;7;36;40;;x
# 7610;49;39;168;;x
# 7611;91;42;41;;x
# 7612;133;45;169;;x
# 7613;175;48;42;;x
# 7614;7;51;170;;x
# 7615;49;54;43;;x
# 7616;91;57;171;;x
# 7617;133;60;44;;x
# 7618;175;63;172;;x
# 7619;7;66;45;;x
# 7620;49;69;173;;x
# 7621;91;72;46;;x
# 7622;133;75;174;;x
# 7623;175;78;47;;x
# 7624;7;81;175;;x
# 7625;49;84;48;;x
# 7626;91;87;176;;x
# 7627;133;90;49;;x
# 7628;175;93;177;;x
# 7629;7;96;50;;x
# 7630;49;99;178;;x
# 7631;91;102;51;;x
# 7632;133;105;179;;x
# 7633;175;108;52;;x
# 7634;7;111;180;;x
# 7635;49;114;53;;x
# 7636;91;117;181;;x
# 7637;133;120;54;;x
# 7638;175;123;182;;x
# 7639;7;126;55;;x
# 7640;49;129;183;;x
# 7641;91;132;56;;x
# 7642;133;135;184;;x
# 7643;175;138;57;;x
# 7644;7;141;185;;x
# 7645;49;144;58;;x
# 7646;91;147;186;;x
# 7647;133;150;59;;x
# 7648;175;153;187;;x
# 7649;7;156;60;;x
# 7650;49;159;188;;x
# 7651;91;162;61;;x
# 7652;133;165;189;;x
# 7653;175;168;62;;x
# 7654;7;171;190;;x
# 7655;49;174;63;;x
# 7656;91;177;191;;x
# 7657;133;180;64;;x
# 7658;175;183;192;;x
# 7659;7;186;65;;x
# 7660;49;189;193;;x
# 7661;91;192;66;;x
# 7662;133;195;194;;x
# 7663;175;198;67;;x
# 7664;7;201;195;;x
# 7665;49;204;68;;x
# 7666;91;207;196;;x
# 7667;133;210;69;;x
# 7668;175;0;197;;x
# 7669;7;3;70;;x
# 7670;49;6;198;;x
# 7671;91;9;71;;x
# 7672;133;12;199;;x
# 7673;175;15;72;;x
# 7674;7;18;200;;x
# 7675;49;21;73;;x
# 7676;91;24;201;;x
# 7677;133;27;74;;x
# 7678;175;30;202;;x
# 7679;7;33;75;;x
# 7680;49;36;203;;x
# 7681;91;39;76;;x
# 7682;133;42;204;;x
# 7683;175;45;77;;x
# 7684;7;48;205;;x
# 7685;49;51;78;;x
# 7686;91;54;206;;x
# 7687;133;57;79;;x
# 7688;175;60;207;;x
# 7689;7;63;80;;x
# 7690;49;66;208;;x
# 7691;91;69;81;;x
# 7692;133;72;209;;x
# 7693;175;75;82;;x
# 7694;7;78;210;;x
# 7695;49;81;83;;x
# 7696;91;84;211;;x
# 7697;133;87;84;;x
# 7698;175;90;212;;x
# 7699;7;93;85;;x
# 7700;49;96;213;;x
# 7701;91;99;86;;x
# 7702;133;102;214;;x
# 7703;175;105;87;;x
# 7704;7;108;215;;x
# 7705;49;111;88;;x
# 7706;91;114;216;;x
# 7707;133;117;89;;x
# 7708;175;120;217;;x
# 7709;7;123;90;;x
# 7710;49;126;218;;x
# 7711;91;129;91;;x
# 7712;133;132;219;;x
# 7713;175;135;92;;x
# 7714;7;138;220;;x
# 7715;49;141;93;;x
# 7716;91;144;221;;x
# 7717;133;147;94;;x
# 7718;175;150;222;;x
# 7719;7;153;95;;x
# 7720;49;156;223;;x
# 7721;91;159;96;;x
# 7722;133;162;224;;x
# 7723;175;165;97;;x
# 7724;7;168;225;;x
# 7725;49;171;98;;x
# 7726;91;174;226;;x
# 7727;133;177;99;;x
# 7728;175;180;227;;x
# 7729;7;183;0;;x
# 7730;49;186;128;;x
